group,team,fifa_rank,category,shirt_number,name,club,position_detail,dob,age,badges,epithet
C,Morocco,8,Forward,7,Chemsdine Talbi,Sunderland,Forward (winger),2005-05-09,21,attacker,
C,Morocco,8,Forward,9,Soufiane Rahimi,Al Ain,Forward,1996-06-02,30,,
C,Morocco,8,Forward,10,Brahim Díaz,Real Madrid,Forward,1999-08-03,26,midfielder,Super star
C,Morocco,8,Forward,17,Abdessamad Ezzalzouli,Real Betis,Forward (winger),2001-12-17,24,,
C,Morocco,8,Forward,20,Ayoub El Kaabi,Olympiakos,Forward,1993-06-25,32,,
C,Morocco,8,Forward,21,Ayoube Amaimouni,Eintracht Frankfurt,Forward (winger),2004-11-30,21,,Wild card
C,Scotland,43,Coach,,Steve Clarke,,Manager,,,,
C,Scotland,43,Goalkeeper,1,Angus Gunn,Nottingham Forest,Goalkeeper,1996-01-22,30,,
C,Scotland,43,Goalkeeper,12,Liam Kelly,Rangers,Goalkeeper,1996-01-23,30,,
C,Scotland,43,Goalkeeper,21,Craig Gordon,Hearts,Goalkeeper,1982-12-31,43,,Veteran
C,Scotland,43,Defender,2,Aaron Hickey,Brentford,Defender,2002-06-10,24,defender,
C,Scotland,43,Defender,3,Andy Robertson,Liverpool,Defender,1994-03-11,32,captain,Captain
C,Scotland,43,Defender,5,Grant Hanley,Hibernian,Defender,1991-11-20,34,,
C,Scotland,43,Defender,6,Kieran Tierney,Celtic,Defender,1997-06-05,29,,
C,Scotland,43,Defender,13,Jack Hendry,At-Ettifaq,Defender,1995-05-07,31,,
C,Scotland,43,Defender,15,John Souttar,Rangers,Defender,1996-09-25,29,,
C,Scotland,43,Defender,16,Dominic Hyam,Wrexham,Defender,1995-12-20,30,,
C,Scotland,43,Defender,22,Nathan Patterson,Everton,Defender,2001-10-16,24,,
C,Scotland,43,Defender,24,Anthony Ralston,Celtic,Defender,1998-11-16,27,,'The bricklayer'
C,Scotland,43,Defender,26,Scott McKenna,Dinamo Zagreb,Defender,1996-11-12,29,,
C,Scotland,43,Midfielder,4,Scott McTominay,Napoli,Midfielder,1996-12-08,29,star|midfielder,Star player
C,Scotland,43,Midfielder,7,John McGinn,Aston Villa,Midfielder,1994-10-18,31,,All-action
C,Scotland,43,Midfielder,8,Tyler Fletcher,Manchester United,Midfielder,2007-03-19,19,breakout|gem,Late call-up
C,Scotland,43,Midfielder,11,Ryan Christie,Bournemouth,Midfielder,1995-02-22,31,,
C,Scotland,43,Midfielder,19,Lewis Ferguson,Bologna,Midfielder,1999-08-24,26,,Goal threat
C,Scotland,43,Midfielder,23,Kenny McLean,Norwich City,Midfielder,1992-01-08,34,,Unsung hero
C,Scotland,43,Forward,9,Lyndon Dykes,Charlton,Forward,1995-10-07,30,,
C,Scotland,43,Forward,10,Che Adams,Torino,Forward,1996-07-13,29,,
C,Scotland,43,Forward,14,Ross Stewart,Southampton,Forward,1996-07-11,29,,‘The Loch Ness Drogba’
C,Scotland,43,Forward,17,Ben Gannon-Doak,Bournemouth,Forward (winger),2005-11-11,20,attacker,Game-changer
C,Scotland,43,Forward,18,George Hirst,Ipswich,Forward,1999-02-15,27,,
C,Scotland,43,Forward,20,Lawrence Shankland,Rangers,Forward,1995-08-10,30,,
C,Scotland,43,Forward,25,Findlay Curtis,Rangers,Forward (winger),2006-10-01,19,,Young gun
C,Haiti,83,Coach,,Sebastien Migne,,Manager,,,,
C,Haiti,83,Goalkeeper,1,Johny Placide,Bastia,Goalkeeper,1988-01-29,38,,Reliable
C,Haiti,83,Goalkeeper,12,Alexandre Pierre,Sochaux,Goalkeeper,2001-02-25,25,,
C,Haiti,83,Goalkeeper,23,Josué Duverger,Cosmos Koblenz,Goalkeeper,2000-04-27,26,,
C,Haiti,83,Defender,2,Carlens Arcus,Angers,Defender,1996-06-28,29,defender,
C,Haiti,83,Defender,3,Keeto Thermoncy,Young Boys,Defender,2006-03-29,20,,
C,Haiti,83,Defender,4,Ricardo Adé,LDU Quito,Defender,1990-05-21,36,,‘The Wall’
C,Haiti,83,Defender,5,Hannes Delcroix,Lugano,Defender,1999-02-28,27,,
C,Haiti,83,Defender,8,Martin Expérience,AS Nancy,Defender,1999-03-09,27,,Modern full-back
C,Haiti,83,Defender,13,Duke Lacroix,Colorado Springs Switchbacks,Defender,1993-10-14,32,,Social activist
C,Haiti,83,Defender,22,Jean-Kévin Duverne,Nantes,Defender,1997-07-12,28,,
C,Haiti,83,Defender,24,Wilguens Paugain,Zulte Waregem,Defender,2001-08-24,24,,Ex- pizza delivery guy
C,Haiti,83,Midfielder,6,Carl Fred Sainté,El Paso Locomotive,Midfielder,2002-08-09,23,midfielder,
C,Haiti,83,Midfielder,10,Jean-Ricner Bellegarde,Wolves,Midfielder,1998-06-27,27,,‘The Architect’
C,Haiti,83,Midfielder,14,Leverton Pierre,Vizela,Midfielder,1998-03-09,28,,
C,Haiti,83,Midfielder,17,Danley Jean Jacques,Philadelphia Union,Midfielder,2000-05-20,26,,
C,Haiti,83,Midfielder,25,Dominique Simon,Tatran Presov,Midfielder,2000-07-29,25,,Journeyman
C,Haiti,83,Midfielder,26,Woodensky Pierre,Violette AC,Midfielder,2004-12-30,21,breakout,
C,Haiti,83,Forward,7,Derrick Etienne Jr,Toronto FC,Forward,1996-11-25,29,attacker|star,
C,Haiti,83,Forward,9,Duckens Nazon,Esteghlal,Forward,1994-04-07,32,,
C,Haiti,83,Forward,11,Louicius Deedson,FC Dallas,Forward (winger),2001-02-11,25,,
C,Haiti,83,Forward,15,Ruben Providence,Almere City FC,Forward (winger),2001-07-07,24,,
C,Haiti,83,Forward,16,Lenny Joseph,Ferencvaros,Forward,2000-10-12,25,gem,Surprise call-up
C,Haiti,83,Forward,18,Wilson Isidor,Sunderland,Forward,2000-08-27,25,,Main attacking threat
C,Haiti,83,Forward,19,Yassin Fortuné,Vizela,Forward (winger),1999-01-30,27,,
C,Haiti,83,Forward,20,Frantzdy Pierrot,AEK Athens,Forward,1995-03-29,31,,
C,Haiti,83,Forward,21,Josué Casimir,Auxerre,Forward,2001-09-24,24,,Lightning quick
D,Turkey,22,Coach,,Vincenzo Montella,,Manager,,,,
D,Turkey,22,Goalkeeper,1,Mert Gunok,Fenerbahce,Goalkeeper,1989-03-01,37,,
D,Turkey,22,Goalkeeper,12,Altay Bayindir,Manchester United,Goalkeeper,1998-04-14,28,,Former striker
D,Turkey,22,Goalkeeper,23,Ugurcan Cakir,Galatasaray,Goalkeeper,1996-04-05,30,,
D,Turkey,22,Defender,2,Zeki Celik,Roma,Defender,1997-02-17,29,,Football fanatic
D,Turkey,22,Defender,3,Merih Demiral,Al-Ahli,Defender,1998-03-05,28,defender,No-nonsense
D,Turkey,22,Defender,4,Caglar Soyuncu,Fenerbahce,Defender,1996-05-23,30,,
D,Turkey,22,Defender,13,Eren Elmali,Galatasaray,Defender,2000-07-07,25,,
D,Turkey,22,Defender,14,Abdulkerim Bardakci,Galatasaray,Defender,1994-09-07,31,,
D,Turkey,22,Defender,15,Ozan Kabak,Hoffenheim,Defender,2000-03-25,26,,
D,Turkey,22,Defender,18,Mert Muldur,Fenerbahce,Defender,1999-04-03,27,,
D,Turkey,22,Defender,20,Ferdi Kadioglu,Brighton,Defender,1999-10-07,26,,Tactically astute
D,Turkey,22,Defender,22,Kaan Ayhan,Galatasaray,Defender,1994-11-10,31,,
D,Turkey,22,Defender,25,Samet Akaydin,Caykur Rizespor,Defender,1994-03-13,32,,Polarising figure
D,Turkey,22,Midfielder,5,Salih Özcan,Borussia Dortmund,Midfielder,1998-01-11,28,,Amateur wrestler
D,Turkey,22,Midfielder,6,Orkun Kokcu,Besiktas,Midfielder,2000-12-29,25,,Midfield dynamo
D,Turkey,22,Midfielder,8,Arda Guler,Real Madrid,Midfielder,2005-02-25,21,star|breakout|midfielder,Super star
D,Turkey,22,Midfielder,10,Hakan Calhanoglu,Inter,Midfielder,1994-02-08,32,,
D,Turkey,22,Midfielder,16,Ismail Yuksek,Fenerbahce,Midfielder,1999-01-26,27,,
D,Turkey,22,Midfielder,26,Can Uzun,Eintracht Frankfurt,Midfielder,2005-11-11,20,gem,One to watch
D,Turkey,22,Forward,7,Kerem Akturkoglu,Fenerbahce,Forward (winger),1998-10-21,27,,
D,Turkey,22,Forward,9,Deniz Gul,Porto,Forward,2004-07-02,21,,
D,Turkey,22,Forward,11,Kenan Yildiz,Juventus,Forward,2005-05-04,21,attacker,In-form
D,Turkey,22,Forward,17,Irfan Can Kahveci,Fenerbahce,Forward (winger),1995-07-15,30,,
D,Turkey,22,Forward,19,Yunus Akgun,Galatasaray,Forward (winger),2000-07-07,25,,
D,Turkey,22,Forward,21,Baris Alper Yilmaz,Galatasaray,Forward,2000-05-23,26,,The Tank'
D,Turkey,22,Forward,24,Oguz Aydin,Fenerbahce,Forward (winger),2000-10-27,25,,
D,USA,16,Coach,,Mauricio Pochettino,,Manager,,,,
D,USA,16,Goalkeeper,1,Matt Turner,New England Revolution,Goalkeeper,1994-06-24,31,,
D,USA,16,Goalkeeper,24,Matt Freese,New York City FC,Goalkeeper,1998-09-02,27,,Harvard graduate
D,USA,16,Goalkeeper,25,Chris Brady,Chicago Fire,Goalkeeper,2004-03-03,22,,
D,USA,16,Defender,2,Sergiño Dest,PSV Eindhoven,Defender,2000-11-03,25,defender,
D,USA,16,Defender,3,Chris Richards,Crystal Palace,Defender,2000-03-28,26,,Drew his own tattoo
D,USA,16,Defender,5,Antonee Robinson,Fulham,Defender,1997-08-08,28,,‘Jedi’
D,USA,16,Defender,6,Auston Trusty,Celtic,Defender,1998-08-12,27,,
D,USA,16,Defender,12,Miles Robinson,FC Cincinnati,Defender,1997-03-14,29,,
D,USA,16,Defender,13,Tim Ream,Charlotte,Defender,1987-10-05,38,,Elder statesman
D,USA,16,Defender,16,Alex Freeman,Villarreal,Defender,2004-08-09,21,breakout|gem,
D,USA,16,Defender,18,Max Arfsten,Columbus Crew,Defender,2001-04-19,25,,
D,USA,16,Defender,22,Mark McKenzie,Toulouse,Defender,1999-02-25,27,,Keen photographer
D,USA,16,Defender,23,Joe Scally,Borussia Mönchengladbach,Defender,2002-12-31,23,,
D,USA,16,Midfielder,4,Tyler Adams,Bournemouth,Midfielder,1999-02-14,27,,Key midfielder
D,USA,16,Midfielder,7,Gio Reyna,Borussia Mönchengladbach,Midfielder,2002-11-13,23,,
D,USA,16,Midfielder,8,Weston McKennie,Juventus,Midfielder,1998-08-28,27,midfielder,Goal threat
D,USA,16,Midfielder,11,Brenden Aaronson,Leeds,Midfielder,2000-10-22,25,,
D,USA,16,Midfielder,14,Sebastian Berhalter,Vancouver Whitecaps,Midfielder,2001-05-10,25,,
D,USA,16,Midfielder,15,Cristian Roldan,Seattle Sounders,Midfielder,1995-06-03,31,,
D,USA,16,Forward,9,Ricardo Pepi,PSV Eindhoven,Forward,2003-01-09,23,,‘El Tren’
D,USA,16,Forward,10,Christian Pulisic,Milan,Forward,1998-09-18,27,star|captain|attacker,Super star
D,USA,16,Forward,17,Malik Tillman,Bayer Leverkusen,Forward,2002-05-28,24,,
D,USA,16,Forward,19,Haji Wright,Coventry City,Forward,1998-03-27,28,,
D,USA,16,Forward,20,Folarin Balogun,Monaco,Forward,2001-07-03,24,,Main striker
D,USA,16,Forward,21,Tim Weah,Marseille,Forward (winger),2000-02-22,26,,Keen musician
D,USA,16,Forward,26,Alejandro Zendejas,Club América,Forward,1998-02-07,28,,
D,Australia,27,Coach,,Tony Popovic,,Manager,,,,
D,Australia,27,Goalkeeper,1,Mathew Ryan,Levante,Goalkeeper,1992-04-08,34,,No 1 goalkeeper
D,Australia,27,Goalkeeper,12,Paul Izzo,Randers,Goalkeeper,1995-01-06,31,,
D,Australia,27,Goalkeeper,18,Patrick Beach,Melbourne City,Goalkeeper,2003-08-06,22,,Former softball player
D,Australia,27,Defender,2,Milos Degenek,Apoel,Defender,1994-04-28,32,,
D,Australia,27,Defender,3,Alessandro Circati,Parma,Defender,2003-10-10,22,captain,Natural leader
D,Australia,27,Defender,4,Jacob Italiano,Grazer AK,Defender,2001-07-30,24,,
D,Australia,27,Defender,5,Jordan Bos,Feyenoord,Defender,2002-10-29,23,,Relentless
D,Australia,27,Defender,6,Jason Geria,Albirex Niigata,Defender,1993-05-10,33,,Comeback kid
D,Australia,27,Defender,15,Kai Trewin,New York City,Defender,2001-05-18,25,,
D,Australia,27,Defender,16,Aziz Behich,Melbourne City,Defender,1990-12-16,35,,Rapid
D,Australia,27,Defender,19,Harry Souttar,Leicester,Defender,1998-10-22,27,defender,No-nonsense
D,Australia,27,Defender,21,Cameron Burgess,Swansea,Defender,1995-10-21,30,,
D,Australia,27,Defender,25,Lucas Herrington,Colorado Rapids,Defender,2007-09-05,18,,Bright prospect
D,Australia,27,Midfielder,7,Mathew Leckie,Melbourne City,Midfielder,1991-02-04,35,,Cult hero
D,Australia,27,Midfielder,8,Connor Metcalfe,St Pauli,Midfielder,1999-11-05,26,,
D,Australia,27,Midfielder,10,Ajdin Hrustic,Heracles Almelo,Midfielder,1996-07-05,29,,
D,Australia,27,Midfielder,13,Aiden O’Neill,New York City,Midfielder,1998-07-04,27,,Farm owner
D,Australia,27,Midfielder,14,Cameron Devlin,Hearts,Midfielder,1998-06-07,28,,
D,Australia,27,Midfielder,20,Cristian Volpato,Sassuolo,Midfielder,2003-11-15,22,,Late recruit
D,Australia,27,Midfielder,22,Jackson Irvine,St Pauli,Midfielder,1993-03-07,33,midfielder,Key midfielder
D,Australia,27,Midfielder,24,Paul Okon-Engstler,Sydney FC,Midfielder,2005-01-24,21,,
D,Australia,27,Forward,9,Mohamed Touré,Norwich,Forward,2004-03-26,22,attacker,
D,Australia,27,Forward,11,Awer Mabil,Castellón,Forward,1995-09-15,30,,Does humanitarian work
D,Australia,27,Forward,17,Nestory Irankunda,Watford,Forward (winger),2006-02-09,20,star|breakout|gem,One to watch
D,Australia,27,Forward,23,Nishan Velupillay,Melbourne Victory,Forward,2001-05-07,25,,
D,Australia,27,Forward,26,Tete Yengi,Machida Zelvia,Forward,2000-11-28,25,,
D,Paraguay,40,Coach,,Gustavo Alfaro,,Manager,,,,
D,Paraguay,40,Goalkeeper,1,Roberto Junior Fernández,Cerro Porteño,Goalkeeper,1988-03-29,38,,‘The Kitten’
D,Paraguay,40,Goalkeeper,12,Orlando Gill,San Lorenzo de Almagro,Goalkeeper,2000-06-11,26,,
D,Paraguay,40,Goalkeeper,22,Gastón Oliveira,Olimpia,Goalkeeper,1993-04-21,33,,
D,Paraguay,40,Defender,2,Gustavo Velázquez,Cerro Porteño,Defender,1991-04-17,35,gem|defender,Late bloomer
D,Paraguay,40,Defender,3,Omar Alderete,Sunderland,Defender,1996-12-26,29,,
D,Paraguay,40,Defender,4,Juan José Cáceres,Dynamo Moscow,Defender,2000-06-01,26,,
D,Paraguay,40,Defender,5,Fabián Balbuena,Grêmio,Defender,1991-08-23,34,,‘The General’
D,Paraguay,40,Defender,6,Junior Alonso,Atlético Mineiro,Defender,1993-02-09,33,,
D,Paraguay,40,Defender,13,José Canale,Lanus,Defender,1996-07-20,29,,
D,Paraguay,40,Defender,15,Gustavo Gómez,Palmeiras,Defender,1993-05-06,33,,
D,Paraguay,40,Defender,26,Alexandro Maidana,Talleres,Defender,2005-07-26,20,breakout,
D,Paraguay,40,Midfielder,8,Diego Gómez,Brighton,Midfielder,2003-03-27,23,,Warrior
D,Paraguay,40,Midfielder,11,Maurício,Palmeiras,Midfielder,2001-06-22,24,,
D,Paraguay,40,Midfielder,14,Andrés Cubas,Vancouver Whitecaps,Midfielder,1996-05-11,30,midfielder,Running machine
D,Paraguay,40,Midfielder,16,Damián Bobadilla,São Paulo,Midfielder,2001-07-11,24,,
D,Paraguay,40,Midfielder,17,Alejandro ‘Kaku’ Romero,Al-Ain,Midfielder,1995-01-11,31,,
D,Paraguay,40,Midfielder,20,Braian Ojeda,Orlando City,Midfielder,2000-06-27,25,,
D,Paraguay,40,Midfielder,23,Matías Galarza,Atlanta United,Midfielder,2002-02-11,24,,From goalkeeping family
D,Paraguay,40,Forward,7,Ramón Sosa,Palmeiras,Forward,1999-08-31,26,,
D,Paraguay,40,Forward,9,Antonio Sanabria,Cremonese,Forward,1996-03-04,30,,
D,Paraguay,40,Forward,10,Miguel Almirón,Atlanta United,Forward (winger),1994-02-10,32,,
D,Paraguay,40,Forward,18,Álex Arce,Independiente de Rivadavia,Forward,1995-06-16,30,,
D,Paraguay,40,Forward,19,Julio Enciso,Racing Strasbourg,Forward,2004-01-23,22,,Main creative force
D,Paraguay,40,Forward,21,Gabriel Ávalos,Independiente de Avellaneda,Forward,1990-10-12,35,,
D,Paraguay,40,Forward,24,Gustavo Caballero,Portsmouth,Forward (winger),2001-09-21,24,attacker|star,Game-changer
D,Paraguay,40,Forward,25,Isidro Pitta,Red Bull Bragantino,Forward,1999-08-14,26,,‘Viking’
E,Germany,10,Coach,,Julian Nagelsmann,,Manager,,,,
E,Germany,10,Goalkeeper,1,Manuel Neuer,Bayern Munich,Goalkeeper,1986-03-27,40,,Returning hero
E,Germany,10,Goalkeeper,12,Oliver Baumann,Hoffenheim,Goalkeeper,1990-06-02,36,,
E,Germany,10,Goalkeeper,21,Alexander Nübel,Stuttgart,Goalkeeper,1996-09-30,29,,
E,Germany,10,Defender,2,Antonio Rüdiger,Real Madrid,Defender,1993-03-03,33,,Temperamental
E,Germany,10,Defender,3,Waldemar Anton,Borussia Dortmund,Defender,1996-07-20,29,,
E,Germany,10,Defender,4,Jonathan Tah,Bayern Munich,Defender,1996-02-11,30,defender,Defensive rock
E,Germany,10,Defender,6,Joshua Kimmich,Bayern Munich,Defender,1995-02-08,31,captain,Captain
E,Germany,10,Defender,15,Nico Schlotterbeck,Borussia Dortmund,Defender,1999-12-01,26,,Old-school
E,Germany,10,Defender,18,Nathaniel Brown,Eintracht Frankfurt,Defender,2003-06-16,22,,
E,Germany,10,Defender,22,David Raum,RB Leipzig,Defender,1998-04-22,28,,Future DJ?
E,Germany,10,Defender,24,Malick Thiaw,Newcastle,Defender,2001-08-08,24,,
E,Germany,10,Midfielder,5,Aleksandar Pavlovic,Bayern Munich,Midfielder,2004-05-03,22,,On the rise
E,Germany,10,Midfielder,8,Leon Goretzka,Bayern Munich,Midfielder,1995-02-06,31,,
E,Germany,10,Midfielder,9,Jamie Leweling,Stuttgart,Midfielder,2001-02-26,25,,
E,Germany,10,Midfielder,10,Jamal Musiala,Bayern Munich,Midfielder,2003-02-26,23,breakout|attacker,
E,Germany,10,Midfielder,13,Pascal Gross,Brighton,Midfielder,1991-06-15,34,,
E,Germany,10,Midfielder,16,Angelo Stiller,Stuttgart,Midfielder,2001-04-04,25,,
E,Germany,10,Midfielder,17,Florian Wirtz,Liverpool,Midfielder,2003-05-03,23,star|midfielder,Star player
E,Germany,10,Midfielder,20,Nadiem Amiri,Mainz,Midfielder,1996-10-27,29,gem,Surprise call-up
E,Germany,10,Midfielder,23,Felix Nmecha,Borussia Dortmund,Midfielder,2000-10-10,25,,
E,Germany,10,Midfielder,25,Lennart Karl,Bayern Munich,Midfielder,2008-02-22,18,,Teenage sensation
E,Germany,10,Forward,7,Kai Havertz,Arsenal,Forward,1999-06-11,27,,
E,Germany,10,Forward,11,Nick Woltemade,Newcastle,Forward,2002-02-14,24,,
E,Germany,10,Forward,14,Maximilian Beier,Borussia Dortmund,Forward,2002-10-17,23,,
E,Germany,10,Forward,19,Leroy Sané,Galatasaray,Forward (winger),1996-01-11,30,,
E,Germany,10,Forward,26,Deniz Undav,Stuttgart,Forward,1996-07-19,29,,Natural goalscorer
E,Côte d'Ivoire,34,Coach,,Emerse Faé,,Manager,,,,
E,Côte d'Ivoire,34,Goalkeeper,1,Yahia Fofana,Caykur Rizespor,Goalkeeper,2000-08-21,25,,No 1 goalkeeper
E,Côte d'Ivoire,34,Goalkeeper,16,Mohamed Koné,Charleroi,Goalkeeper,2002-03-07,24,,
E,Côte d'Ivoire,34,Goalkeeper,23,Alban Lafont,Nantes,Goalkeeper,1999-01-23,27,,
E,Côte d'Ivoire,34,Defender,2,Ousmane Diomandé,Sporting,Defender,2003-12-04,22,,
E,Côte d'Ivoire,34,Defender,3,Ghislain Konan,Gil Vicente,Defender,1995-12-27,30,,
E,Côte d'Ivoire,34,Defender,5,Wilfried Singo,Galatasaray,Defender,2000-12-25,25,,
E,Côte d'Ivoire,34,Defender,7,Odilon Kossounou,Atalanta,Defender,2001-01-04,25,defender,Defensive rock
E,Côte d'Ivoire,34,Defender,13,Christopher Opéri,Basaksehir,Defender,1997-04-29,29,,Late replacement
E,Côte d'Ivoire,34,Defender,17,Guela Doué,Strasbourg,Defender,2002-10-17,23,,Swiss army knife
E,Côte d'Ivoire,34,Defender,20,Emmanuel Agbadou,Besiktas,Defender,1997-06-17,28,,
E,Côte d'Ivoire,34,Defender,21,Evan Ndicka,Roma,Defender,1999-08-20,26,,'Minister of defence'
E,Côte d'Ivoire,34,Midfielder,4,Jean Michaël Seri,Maribor,Midfielder,1991-07-19,34,,Veteran
E,Côte d'Ivoire,34,Midfielder,6,Séko Fofana,Porto,Midfielder,1995-05-07,31,midfielder,Box-to-box midfielder
E,Côte d'Ivoire,34,Midfielder,8,Franck Kessié,Al-Ahli,Midfielder,1996-12-19,29,captain,Captain
E,Côte d'Ivoire,34,Midfielder,18,Ibrahim Sangaré,Nottingham Forest,Midfielder,1997-12-02,28,,
E,Côte d'Ivoire,34,Midfielder,25,Parfait Guiagon,Charleroi,Midfielder,2001-02-22,25,,
E,Côte d'Ivoire,34,Forward,9,Ange-Yoan Bonny,Inter,Forward,2003-10-25,22,attacker,
E,Côte d'Ivoire,34,Forward,10,Simon Adingra,Sunderland,Forward (winger),2002-01-01,24,star,
E,Côte d'Ivoire,34,Forward,11,Yan Diomandé,RB Leipzig,Forward (winger),2006-11-14,19,breakout|gem,Rising star
E,Côte d'Ivoire,34,Forward,12,Elye Wahi,Eintracht Frankfurt,Forward,2003-01-02,23,,Back in form
E,Côte d'Ivoire,34,Forward,14,Oumar Diakité,Cercle Bruges,Forward (winger),2003-12-20,22,,
E,Côte d'Ivoire,34,Forward,15,Amad Diallo,Manchester United,Forward (winger),2002-07-11,23,,Star player
E,Côte d'Ivoire,34,Forward,19,Nicolas Pépé,Villareal,Forward (winger),1995-05-29,31,,
E,Côte d'Ivoire,34,Forward,22,Evann Guessand,Aston Villa,Forward,2001-07-01,24,,
E,Côte d'Ivoire,34,Forward,24,Bazoumana Touré,Hoffenheim,Forward (winger),2006-03-02,20,,High-speed train
E,Côte d'Ivoire,34,Forward,26,Christ Inao Oulaï,Trabzonspor,Forward (winger),2006-04-06,20,,Risk-taker
E,Ecuador,23,Coach,,Sebastián Beccacece,,Manager,,,,
E,Ecuador,23,Goalkeeper,1,Hernán Galíndez,CA Huracán,Goalkeeper,1987-03-30,39,,No 1 goalkeeper
E,Ecuador,23,Goalkeeper,12,Moisés Ramírez,Kifisia,Goalkeeper,2000-09-09,25,,
E,Ecuador,23,Goalkeeper,22,Gonzalo Valle,LDU Quito,Goalkeeper,1996-02-28,30,,
E,Ecuador,23,Defender,2,Félix Torres,Internacional,Defender,1997-01-11,29,,
E,Ecuador,23,Defender,3,Piero Hincapié,Arsenal,Defender,2002-01-09,24,defender|captain,Natural leader
E,Ecuador,23,Defender,4,Joel Ordóñez,Club Brugge,Defender,2004-04-21,22,gem,Going places
E,Ecuador,23,Defender,6,Willian Pacho,Paris St-Germain,Defender,2001-10-16,24,,Defensive rock
E,Ecuador,23,Defender,7,Pervis Estupiñán,Milan,Defender,1998-01-21,28,,
E,Ecuador,23,Defender,17,Ángelo Preciado,Atlético Mineiro,Defender,2002-02-18,24,,
E,Ecuador,23,Defender,25,Jackson Porozo,Tijuana,Defender,2000-08-04,25,,
E,Ecuador,23,Defender,26,Yaimar Medina,Genk,Defender,2004-11-05,21,,
E,Ecuador,23,Midfielder,5,Jordy Alcívar,Independiente del Valle,Midfielder,1999-08-05,26,,
E,Ecuador,23,Midfielder,18,Denil Castillo,Midtjylland,Midfielder,2004-03-24,22,,
E,Ecuador,23,Midfielder,21,Alan Franco,Atlético Mineiro,Midfielder,1998-08-21,27,,
E,Ecuador,23,Midfielder,23,Moisés Caicedo,Chelsea,Midfielder,2001-11-02,24,star|midfielder,Midfield engine
E,Ecuador,23,Forward,8,Anthony Valencia,Royal Antwerp,Forward,2003-07-21,22,attacker,
E,Ecuador,23,Forward,9,John Yeboah,Venezia,Forward,2000-06-23,25,,
E,Ecuador,23,Forward,10,Kendry Páez,River Plate,Forward (winger),2007-05-04,19,breakout,Left-footed prodigy
E,Ecuador,23,Forward,11,Kevin Rodríguez,Union Saint-Gilloise,Forward,2000-03-04,26,,
E,Ecuador,23,Forward,13,Enner Valencia,Pachuca,Forward,1989-11-04,36,,Figurehead
E,Ecuador,23,Forward,14,Alan Minda,Atlético Mineiro,Forward (winger),2003-05-14,23,,
E,Ecuador,23,Forward,15,Pedro Vite,Pumas UNAM,Forward (winger),2002-03-09,24,,
E,Ecuador,23,Forward,16,Jordy Caicedo,CA Huracán,Forward,1997-11-18,28,,Classic No 9
E,Ecuador,23,Forward,19,Gonzalo Plata,Flamengo,Forward (winger),2000-11-01,25,,
E,Ecuador,23,Forward,20,Nilson Angulo,Sunderland,Forward (winger),2003-06-19,22,,
E,Ecuador,23,Forward,24,Jeremy Arévalo,Stuttgart,Forward,2005-03-19,21,,
E,Curaçao,82,Coach,,Dick Advocaat,,Manager,,,,
E,Curaçao,82,Goalkeeper,1,Eloy Room,Miami FC,Goalkeeper,1989-02-06,37,star,Legend
E,Curaçao,82,Goalkeeper,25,Tyrick Bodak,Telstar,Goalkeeper,2002-05-15,24,,Future B & B owner
E,Curaçao,82,Goalkeeper,26,Trevor Doornbusch,VVV-Venlo,Goalkeeper,1999-07-06,26,,
E,Curaçao,82,Defender,2,Shurandy Sambo,Burnley,Defender,2001-08-19,24,,Fighter
E,Curaçao,82,Defender,3,Juriën Gaari,Abha,Defender,1993-12-23,32,,
E,Curaçao,82,Defender,4,Roshon van Eijma,RKC Waalwijk,Defender,1998-06-09,28,,Commanding presence
E,Curaçao,82,Defender,5,Sherel Floranus,PEC Zwolle,Defender,1998-08-23,27,,Versatile
E,Curaçao,82,Defender,18,Armando Obispo,PSV Eindhoven,Defender,1999-03-05,27,defender,Defensive rock
E,Curaçao,82,Defender,20,Joshua Brenet,Kayserispor,Defender,1994-03-20,32,,History maker
E,Curaçao,82,Defender,23,Riechedly Bazoer,Konyaspor,Defender,1996-10-12,29,,
E,Curaçao,82,Defender,24,Deveron Fonville,NEC Nigmegen,Defender,2003-05-16,23,,
E,Curaçao,82,Midfielder,6,Godfried Roemeratoe,RKC Waalwijk,Midfielder,1999-08-19,26,midfielder,
E,Curaçao,82,Midfielder,7,Juninho Bacuna,Gaziantep,Midfielder,1997-08-07,28,,
E,Curaçao,82,Midfielder,8,Livano Comenencia,FC Zurich,Midfielder,2004-02-03,22,gem,
E,Curaçao,82,Midfielder,10,Leandro Bacuna,Igdir,Midfielder,1991-08-21,34,captain,Leader
E,Curaçao,82,Midfielder,13,Tyrese Noslin,SC Telstar,Midfielder,2002-09-11,23,,
E,Curaçao,82,Midfielder,15,Ar'jany Martha,Rotherham,Midfielder,2003-09-04,22,,Unpredictable
E,Curaçao,82,Midfielder,22,Kevin Felida,FC Den Bosch,Midfielder,1999-11-11,26,,Curaçao’s N’Golo Kanté
E,Curaçao,82,Forward,9,Jürgen Locadia,Miami FC,Forward,1993-11-07,32,attacker,
E,Curaçao,82,Forward,11,Jeremy Antonisse,Kifisia,Forward,2002-03-29,24,,
E,Curaçao,82,Forward,12,Sontje Hansen,Middlesbrough,Forward,2002-05-18,24,,
